,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,PromoIntervalJan,PromoIntervalFeb,PromoIntervalMar,PromoIntervalApr,PromoIntervalMay,PromoIntervalJun,PromoIntervalJul,PromoIntervalAug,PromoIntervalSep,PromoIntervalOct,PromoIntervalNov,PromoIntervalDec
151,152,0,0,1780.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,153,0,0,16240.0,10.0,2000.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
153,154,3,2,16420.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,155,3,0,3050.0,8.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
155,156,0,0,2020.0,2.0,2011.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
156,157,0,2,2950.0,10.0,2004.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,158,3,2,11840.0,8.0,2010.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
158,159,3,0,8530.0,3.0,2013.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,160,3,2,17110.0,11.0,2005.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,161,0,2,2970.0,3.0,2005.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,162,3,2,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
162,163,0,0,1480.0,4.0,2009.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,164,0,0,1160.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
164,165,0,0,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
165,166,0,2,100.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
166,167,0,0,140.0,4.0,2008.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,168,0,0,12540.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,169,3,0,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
169,170,0,0,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
170,171,0,0,2640.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,172,0,0,110.0,8.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
172,173,0,0,350.0,12.0,2012.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,174,0,0,13090.0,8.0,2010.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
174,175,2,0,4130.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,176,0,0,3770.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,177,0,0,1250.0,2.0,2004.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
177,178,3,0,1710.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,179,0,2,480.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,180,3,0,5800.0,9.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,181,0,0,12610.0,3.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
181,182,3,2,1390.0,8.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
182,183,0,0,9670.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,184,3,2,3560.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,185,3,2,1860.0,5.0,2015.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,186,0,0,290.0,10.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
186,187,0,2,19360.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,188,3,0,850.0,8.0,2010.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
188,189,3,0,5760.0,7.0,2014.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,190,0,0,1470.0,12.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
190,191,0,0,1100.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
191,192,3,2,2770.0,3.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
192,193,0,0,520.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,194,3,2,16970.0,8.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
194,195,0,2,220.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,196,2,0,3850.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
196,197,2,0,4210.0,3.0,2015.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,198,0,0,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
198,199,3,2,6360.0,12.0,2010.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
199,200,0,0,1650.0,10.0,2000.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,201,3,0,20260.0,8.0,2010.0,1,18.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
201,202,3,2,5140.0,5.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,203,2,2,490.0,11.0,2002.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,204,0,0,5630.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
204,205,0,0,110.0,12.0,2007.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,206,0,2,380.0,8.0,2010.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
206,207,0,0,6870.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,208,2,0,300.0,4.0,2006.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,209,0,2,11680.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
209,210,3,0,970.0,11.0,1999.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
210,211,0,2,350.0,11.0,2006.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,212,0,2,15050.0,9.0,2008.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,213,3,2,4030.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
213,214,3,0,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
214,215,3,0,150.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
215,216,2,0,190.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
216,217,2,0,3150.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,218,0,2,640.0,8.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
218,219,0,0,1640.0,2.0,2013.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,220,0,0,1000.0,9.0,2008.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,221,3,2,13530.0,9.0,2013.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,222,0,0,2170.0,11.0,2008.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,223,3,2,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
223,224,3,2,7930.0,8.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
224,225,3,0,10180.0,5.0,2015.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,226,0,0,450.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,227,0,0,2370.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,228,3,2,10800.0,8.0,2010.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
228,229,3,2,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
229,230,3,2,6680.0,9.0,2013.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,231,3,2,3840.0,10.0,2008.0,1,39.0,2010.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
231,232,2,2,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
232,233,0,0,1890.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,234,3,0,4370.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,235,0,0,5710.0,3.0,2012.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
235,236,0,0,1000.0,11.0,2007.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,237,0,0,1420.0,11.0,2007.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,238,0,0,320.0,8.0,2010.0,1,45.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
238,239,3,2,610.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,240,0,0,1110.0,5.0,2009.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,241,3,2,780.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,242,3,0,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
242,243,0,0,310.0,8.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
243,244,3,0,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
244,245,0,2,1310.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,246,2,0,4660.0,4.0,2013.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,247,3,2,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
247,248,0,2,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
248,249,3,2,18010.0,9.0,2014.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,250,3,0,3520.0,8.0,2010.0,1,18.0,2012.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
250,251,0,2,340.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,252,3,2,22330.0,8.0,2010.0,1,5.0,2010.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
252,253,0,2,250.0,8.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
253,254,3,0,330.0,3.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
254,255,2,2,4630.0,3.0,2011.0,1,35.0,2011.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
255,256,0,2,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
256,257,0,0,420.0,12.0,2012.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,258,0,0,27190.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
258,259,1,1,210.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,260,0,0,540.0,10.0,2011.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,261,3,2,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
261,262,1,0,1180.0,5.0,2013.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,263,0,2,1140.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
263,264,0,0,180.0,3.0,2014.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,265,0,0,4580.0,8.0,2010.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
265,266,0,2,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
266,267,2,0,2460.0,1.0,2012.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,268,0,0,4520.0,2.0,2014.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,269,0,2,60.0,6.0,2015.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,270,0,0,1450.0,7.0,2014.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,271,0,0,420.0,8.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
271,272,0,0,16180.0,7.0,2003.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
272,273,0,2,8480.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,274,1,1,3640.0,8.0,2010.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
274,275,3,0,300.0,5.0,2014.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
275,276,0,0,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
276,277,3,2,7840.0,8.0,2010.0,1,31.0,2009.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
277,278,0,2,9260.0,2.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,279,3,2,2320.0,8.0,2010.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
279,280,3,2,18640.0,9.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
280,281,3,2,6970.0,9.0,2011.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,282,0,0,1220.0,12.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,283,0,0,2260.0,8.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
283,284,3,0,1290.0,8.0,2010.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
284,285,0,0,2410.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,286,0,0,1460.0,4.0,2015.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,287,2,0,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
287,288,3,0,800.0,8.0,2010.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
288,289,3,0,6540.0,12.0,2007.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,290,0,0,4150.0,5.0,2001.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,291,3,0,2325.0,8.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,292,0,0,1100.0,6.0,2009.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,293,2,2,140.0,11.0,2007.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,294,0,0,3150.0,5.0,2005.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,295,0,0,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
295,296,0,0,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
296,297,0,0,2300.0,9.0,2010.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,298,3,0,19840.0,7.0,2009.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,299,3,2,38630.0,9.0,2012.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,300,0,2,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
300,301,0,2,4510.0,3.0,2015.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,302,3,2,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
302,303,0,0,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
303,304,0,0,1950.0,7.0,2015.0,0,22.0,2012.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,305,2,2,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
